dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,base_price,distance,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
10/13/2012,4,1,10,5,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11,4,13.27022975,25.3,-73.78702,40.644532,-73.852227,40.753112
2/3/2012,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,4,7.03838192,24.27,-73.952285,40.789828,-73.871272,40.7743
4/3/2012,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0,25,133,158,4,2.027956323,6.9,-74.003453,40.727753,-73.981172,40.720877
12/31/2012,1,1,12,3,0,1,1,1,0.16,0.1818,0.59,0.1045,0,1,1,4,3.895958768,8.9,-73.983967,40.737574,-73.961478,40.768178
3/9/2012,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,4,5.391814167,21.5,-73.992588,40.749654,-73.948861,40.785052
10/16/2012,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,4,2.848729586,11.5,-73.990555,40.730312,-73.98479,40.755548
2/17/2012,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,4,2.264933728,8,-74.007808,40.714802,-74.006628,40.735145
11/19/2011,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106,4,1.767851796,6.5,-73.995569,40.687785,-73.980788,40.676517
4/24/2012,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224,4,0.483392684,4,-73.98793793,40.74106979,-73.99134827,40.73757553
3/17/2011,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207,4,0.891472419,5.3,-73.969134,40.76461,-73.976566,40.758905
1/29/2011,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32,4,0,20.5,0,0,0,0
12/5/2011,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0,16,430,446,4,2.219313831,7.7,-73.970613,40.78599,-73.966337,40.766302
12/31/2012,1,1,12,22,0,1,1,1,0.26,0.2727,0.56,0.1343,13,48,61,4,1.367543737,5.5,-73.989677,40.729917,-73.981732,40.740637
2/18/2012,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,4,4.534175613,16,-74.00785065,40.74637222,-73.95868683,40.76294708
10/11/2012,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413,481,8,4.276792367,10.5,-73.976637,40.790825,-73.979589,40.75244
3/6/2012,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,4,2.526852164,9.5,-73.99085,40.73049,-74.008157,40.711942
9/16/2011,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,55,427,482,8,4.579568429,21,-73.994102,40.720047,-73.943105,40.705872
10/11/2011,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320,4,1.982632706,9.5,-74.001928,40.732972,-74.013162,40.717312
9/10/2011,3,0,9,10,0,6,0,1,0.7,0.6515,0.65,0.2537,85,233,318,4,1.485160443,5.3,-73.959708,40.776554,-73.960602,40.763219
9/18/2011,3,0,9,12,0,0,0,1,0.54,0.5152,0.64,0.1343,135,229,364,4,0.990211745,6,-73.98246002,40.76688766,-73.97116089,40.76443481
11/23/2012,4,1,11,21,0,5,1,1,0.46,0.4545,0.47,0.2537,23,75,98,4,0.137844829,17.7,-73.993632,40.753985,-73.992533,40.753067
11/22/2012,4,1,11,16,1,4,0,1,0.46,0.4545,0.33,0,101,81,182,4,1.617132159,5.7,-73.968885,40.764325,-73.959458,40.77699
9/14/2011,3,0,9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,10,62,72,4,1.28593756,6.1,-73.949322,40.776913,-73.96429,40.774637
6/26/2012,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188,4,8.137893387,23.5,-73.957907,40.7178,-73.965355,40.790745
6/11/2011,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117,4,5.704389253,16.5,-73.96525574,40.80357742,-73.99354553,40.7569809
6/21/2012,3,1,6,1,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18,4,1.462286987,5.3,-73.989919,40.751763,-74.002736,40.760627
6/16/2012,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367,4,4.067943355,18,-73.991728,40.750738,-73.947287,40.765033
6/30/2011,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6,4,5.659823838,12.5,-73.989762,40.72965,-73.95279,40.772132
6/24/2011,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0,41,126,167,4,20.33165555,57.33,-73.986467,40.750427,-73.787225,40.647497
1/20/2012,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4,4,4,7.325857777,16,-73.989785,40.75691,-73.937802,40.809717
11/29/2011,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,4,3.239050915,11,-74.01280212,40.70264435,-73.97990417,40.71768188
4/18/2012,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,24,165,189,4,0.714361402,4.1,-73.970273,40.799272,-73.971462,40.792913
10/18/2011,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169,4,1.266566965,6.5,-73.949283,40.777715,-73.958318,40.768613
11/28/2011,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,4,0,10,0,0,0,0
7/23/2012,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,87,760,847,8,3.582741294,11,-73.968157,40.76244,-73.993222,40.736422
2/25/2012,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,4,0,9.5,0,0,0,0
9/20/2012,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,0,6,6,4,1.352655458,12,-73.981177,40.78155,-73.981528,40.769392
7/22/2012,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0,13,25,38,4,2.437954195,7.7,-73.97675,40.756337,-73.97452,40.77819
4/26/2012,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0,1,42,43,4,3.213465554,7.7,-73.967046,40.752828,-73.958998,40.781068
12/6/2011,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7,4,0.787483072,10.9,-73.976382,40.751525,-73.975073,40.758535
3/12/2011,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,53,4,19.10298482,52,-73.985436,40.731355,-73.790442,40.643985
8/6/2012,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285,4,2.19531485,12,-73.982946,40.726909,-73.95972,40.717982
8/17/2012,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,6,151,157,4,0.647767575,4,-73.974832,40.75575,-73.968455,40.759003
8/26/2012,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264,4,0.394456916,3.5,-73.975257,40.762177,-73.979687,40.763325
5/31/2011,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,4,3.191823725,8.5,-73.979095,40.752329,-73.95108,40.771647
7/20/2011,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,4,2.087565011,6.1,-73.912322,40.745952,-73.936852,40.748575
1/27/2012,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105,4,2.390195053,8.5,-73.965063,40.755878,-73.988249,40.743499
12/14/2012,4,1,12,17,0,5,1,1,0.34,0.3333,0.57,0.1642,40,582,622,8,5.567553662,13.7,-73.969826,40.763455,-73.940888,40.718458
12/6/2012,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2,4,2.55528326,6.9,-73.994802,40.72584,-73.98521,40.747633
6/7/2011,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,4,0.820570989,5.5,-73.97245789,40.75993729,-73.9631958,40.7576561
1/7/2012,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,4,1.065485134,7.7,-74.012749,40.702195,-74.01512,40.711604
10/19/2012,4,1,10,11,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,4,0.671628638,4.1,-73.983552,40.76762,-73.985075,40.761693
2/24/2011,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,4,0,4.5,0,0,0,0
7/31/2012,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642,5,40,45,4,2.180126123,6.5,-73.975937,40.750088,-73.962327,40.766758
1/15/2012,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131,146,4,2.265391536,10.9,-73.931253,40.765805,-73.958105,40.764713
6/22/2011,3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,52,230,282,4,0.951022474,5.7,-73.992531,40.750818,-74.003776,40.750087
6/14/2012,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506,8,0.527523913,4.5,-73.99067,40.741529,-73.984654,40.740219
2/5/2011,1,0,2,15,0,6,0,3,0.22,0.2727,1,0,11,49,60,4,0.610666713,4.5,-73.982383,40.768595,-73.979955,40.763422
1/13/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,4,0,7.3,0,0,0,0
12/11/2011,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0,44,224,268,4,2.404733007,9.3,-73.988515,40.718699,-73.992233,40.697264
7/19/2011,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,4,4.614261407,10.9,-73.992315,40.759093,-73.96361,40.794426
7/7/2011,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209,4,1.058051657,6.5,-73.96861,40.76141,-73.96135,40.769172
1/28/2011,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,4,6.51266203,11.3,-73.972691,40.793761,-74.003503,40.740061
2/21/2012,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0,0,3,3,4,3.18019314,14,-73.958402,40.784467,-73.987158,40.76594
2/11/2012,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,0,46,46,4,3.497354262,8,-73.9575882,40.77387619,-73.9375,40.80139542
8/12/2011,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,4,6.011041679,18.9,-73.980581,40.764943,-73.910197,40.773836
11/16/2011,4,0,11,8,0,3,1,3,0.46,0.4545,0.94,0,9,223,232,4,10.52722921,25,-73.987527,40.728712,-73.957357,40.636875
5/3/2012,2,1,5,1,0,4,1,2,0.46,0.4545,0.88,0.1045,9,15,24,4,0.849438813,5.5,-73.965725,40.754467,-73.970222,40.761302
2/27/2012,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514,528,8,0.86568228,6.5,-73.99096,40.755957,-73.983815,40.76155
3/14/2011,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,0,8,8,4,2.871989156,7.3,-73.989817,40.729573,-73.983795,40.754987
1/14/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,4,2.191137483,6.1,-73.979041,40.744554,-73.962014,40.759443
10/15/2011,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166,4,19.02974638,57.33,-73.789512,40.647006,-73.966738,40.752917
9/2/2011,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194,50,305,355,4,2.968511476,13,-74.00683,40.730217,-73.986362,40.751937
7/28/2012,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,14,4,3.482903538,10,-73.981338,40.78256,-73.962111,40.810284
4/5/2011,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,4,2.2796126,9,-73.96833801,40.76504135,-73.97914886,40.74625397
2/11/2012,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,23,143,166,4,2.803604723,8.1,-73.99304,40.742632,-73.983255,40.766723
7/14/2011,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,334,4,2.431398016,9.5,-74.00278,40.751377,-73.982967,40.735487
2/17/2012,1,1,2,9,0,5,1,2,0.26,0.303,1,0,8,275,283,4,1.996720775,7.5,-73.982237,40.742995,-73.99711,40.729022
1/30/2012,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,4,1.28069045,4.9,-73.953681,40.790578,-73.968183,40.794046
11/30/2011,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,4,2.565077414,8.1,-73.965385,40.761611,-73.99135,40.749571
2/26/2012,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,4,0.940341622,4.1,-73.998135,40.726108,-73.998843,40.734545
8/29/2011,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,1,5,6,4,1.926973812,9,-74.005702,40.740767,-73.98425,40.746765
3/5/2011,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167,4,2.872078678,11,-73.96717834,40.76910019,-73.98019409,40.74523544
12/29/2012,1,1,12,20,0,6,0,2,0.3,0.2424,0.56,0.5522,2,64,66,4,1.476132985,7,-73.997887,40.72584,-73.982278,40.731857
3/24/2012,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177,4,1.271736154,5.5,-74.00796,40.732743,-74.009905,40.721405
1/18/2012,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130,4,1.162526768,4.9,-73.98632,40.762057,-73.978198,40.753608
6/26/2011,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0,197,245,442,4,1.535907898,6.5,-73.98155,40.761167,-73.991078,40.749395
9/24/2012,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,11,83,94,4,2.393461315,13,-73.994667,40.727562,-73.99207,40.74899
10/21/2011,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50,4,2.067160911,6.9,-73.987613,40.747912,-73.989592,40.729388
1/19/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,4,0,5.3,-73.984912,40.736457,-73.984912,40.736457
6/9/2011,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,4,2.522793386,7.3,-73.987332,40.762495,-74.012757,40.77448
5/20/2011,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,63,133,196,4,0.798439553,7.3,-74.000375,40.730108,-74.00159,40.737227
4/19/2012,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0,54,183,237,4,0.404184663,4.5,-73.978894,40.762602,-73.981295,40.765748
11/11/2012,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,8,11.11692035,29.5,-73.982842,40.721347,-73.870665,40.773947
8/18/2011,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228,4,3.026403811,9,-73.998309,40.713723,-74.005817,40.74033
2/26/2012,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,4,0.900701227,4.9,-73.990209,40.75591,-73.979585,40.756809
9/26/2011,4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,74,239,313,4,2.168822931,6.5,-73.965706,40.765423,-73.952986,40.782376
8/22/2012,3,1,8,17,0,3,1,3,0.74,0.6818,0.55,0.2239,72,711,783,8,2.751197111,10.2,-73.995218,40.719875,-74.002843,40.743925
3/1/2012,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,4,2.558154722,8.5,-73.974938,40.741987,-73.996345,40.725683
8/18/2012,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0,180,356,536,8,0.033674991,6.9,-73.980112,40.75786,-73.97997,40.758143
11/16/2012,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,4,1.89283115,7.3,-73.993381,40.73991,-74.007321,40.726568
12/13/2012,4,1,12,4,0,4,1,2,0.26,0.2576,0.56,0.194,0,8,8,4,0.369681335,4.1,-73.984533,40.755428,-73.988058,40.757407
1/5/2012,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,4,0.824971515,5,-73.996965,40.725653,-73.993893,40.732695
1/27/2012,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,4,1.168027214,5.3,-74.003738,40.748292,-73.990838,40.752135
10/13/2012,4,1,10,21,0,6,0,1,0.4,0.4091,0.58,0.194,47,157,204,4,3.501888403,13.5,-73.985405,40.744482,-73.956925,40.767412
3/25/2011,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,4,0.663482686,4,-73.966152,40.762257,-73.960738,40.766589
11/8/2012,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,4,3.254628834,10,-73.96844,40.750662,-73.9519,40.777105
4/10/2011,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,4,0.988167921,5,-73.972279,40.762546,-73.962365,40.767294
8/8/2012,3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441,4,4.371356817,23,-73.962837,40.758082,-74.008048,40.738811
10/24/2012,4,1,10,21,0,3,1,2,0.62,0.6061,0.61,0.1045,33,280,313,4,3.431245381,8.1,-74.003287,40.744115,-74.008915,40.713563
8/9/2011,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144,4,0.908852087,9.5,-73.989968,40.757147,-73.983073,40.763431
5/13/2012,2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.1642,18,42,60,4,2.58024371,6.5,-73.955354,40.782927,-73.975851,40.765688
4/16/2011,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71,4,0.287028031,2.9,-73.893763,40.773031,-73.893456,40.770461
6/14/2011,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,4,1.579712282,12.5,-73.921807,40.81969,-73.939053,40.825292
1/14/2012,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220,4,1.259444141,7,-73.98072052,40.76441574,-73.97852325,40.77561569
6/2/2012,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537,8,18,26,4,10.10394832,20.1,-73.98465,40.736468,-73.947933,40.822947
4/27/2012,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0,17,575,592,8,1.307765548,6.5,-73.955947,40.768662,-73.970148,40.763913
2/24/2011,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,4,2.95693852,9.7,-73.963025,40.774247,-73.970907,40.748342
2/24/2011,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,4,1.826609316,7,-73.96918,40.790697,-73.985027,40.779485
11/13/2011,4,0,11,11,0,0,0,1,0.46,0.4545,0.4,0.4179,108,187,295,4,1.82439254,5.3,-73.950787,40.794535,-73.938823,40.80821
7/16/2011,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428,4,2.426909983,8.5,-74.003912,40.707909,-73.980876,40.720993
7/3/2012,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,4,3.099480251,13.7,-73.985455,40.718058,-73.990868,40.74562
5/19/2011,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0,3,12,15,4,1.110185674,7,-73.958842,40.780592,-73.967045,40.788405
7/17/2012,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0,26,500,526,8,1.818478491,6.5,-73.983449,40.764466,-73.984774,40.748148
12/23/2012,1,1,12,9,0,0,0,1,0.2,0.2273,0.59,0.1045,7,49,56,4,3.690295689,9.7,-73.96773,40.74909,-73.970558,40.782198
2/6/2012,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,4,2.926876779,16,-74.001327,40.736817,-73.973482,40.752545
9/23/2012,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142,4,2.430536838,8.9,-74.005772,40.750769,-74.000056,40.729351
12/31/2011,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,4,1.200520253,4.9,-73.985714,40.747282,-73.984935,40.736505
9/23/2012,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691,8,1.724482914,7,-73.99372,40.72912,-73.98206,40.74186
2/6/2011,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1,4,8.87057857,18.5,-73.8624,40.7689,-73.8094,40.7
10/10/2011,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0,12,102,114,4,4.746471504,14.5,-73.965465,40.767805,-73.962747,40.810428
3/6/2012,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,4,1.524542836,5.7,-73.962473,40.79481,-73.949548,40.785213
8/19/2011,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,4,0.637510029,3.7,-73.962254,40.763042,-73.965986,40.768028
6/26/2012,3,1,6,22,0,2,1,1,0.66,0.6212,0.34,0.2537,26,219,245,4,0.295832268,4.5,-73.96862,40.820277,-73.972068,40.820792
8/30/2012,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0,73,161,234,4,0.644320953,5.3,-74.015013,40.716457,-74.007707,40.714757
10/31/2012,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,4,2.042789823,13,-73.991577,40.749967,-73.969532,40.75761
10/5/2012,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0,4,133,137,4,1.20639214,4.1,-73.990337,40.757461,-73.982659,40.766616
2/15/2012,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582,7,508,515,8,14.22129979,33.7,-73.951365,40.778902,-73.981415,40.653092
1/16/2012,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0,13,13,4,6.155955804,11.7,-73.995918,40.724848,-73.962048,40.773885
12/31/2012,1,1,12,13,0,1,1,2,0.26,0.2576,0.44,0.1642,38,165,203,4,1.141003926,5.5,-73.98695,40.738817,-73.998841,40.743722
4/23/2011,2,0,4,7,0,6,0,3,0.34,0.3333,1,0.1642,2,17,19,4,1.554605413,6.5,-73.980534,40.748189,-73.978777,40.762102
8/17/2011,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556,8,1.559208428,6.5,-73.983636,40.760233,-73.980664,40.774069
6/16/2011,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388,4,3.265476556,8.5,-73.97738,40.74669,-73.95422,40.77023
10/29/2011,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,7,40,47,4,6.146032253,14.5,-73.984455,40.759038,-74.011728,40.707793
6/30/2012,3,1,6,22,0,6,0,1,0.78,0.7424,0.62,0.1642,38,134,172,4,0.915614511,5.7,-73.980532,40.767601,-73.973108,40.761589
7/17/2011,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420,4,0.764062302,4.9,-73.982615,40.747988,-73.988617,40.753137
5/11/2012,2,1,5,22,0,5,1,1,0.56,0.5303,0.35,0.2239,44,190,234,4,1.572844114,6.1,-73.995392,40.731718,-74.007266,40.742627
5/28/2011,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385,4,1.044906312,6.9,-73.973703,40.763542,-73.984253,40.758603
7/23/2011,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0,84,152,236,4,16.35565783,17.3,-73.924372,40.876747,-74.00852,40.744212
3/24/2012,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0,45,111,156,4,0.860459877,5.7,-73.99769,40.725711,-73.98879,40.721923
8/10/2011,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,4,1.663988262,8.1,-73.97075,40.748777,-73.982657,40.760712
10/13/2011,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0,10,95,105,4,1.402064079,5,-73.982428,40.777447,-73.974442,40.788507
8/24/2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468,4,5.584564532,18,-73.975217,40.763605,-74.003655,40.718256
10/28/2012,4,1,10,4,0,0,0,2,0.5,0.4848,0.63,0.3582,1,19,20,4,1.387719294,11,-73.99095917,40.74554443,-73.97544861,40.74973679
6/24/2011,3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4,10,14,4,2.651234302,12.5,-73.9809494,40.78453064,-73.9781723,40.76078796
3/15/2012,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,4,17.16350166,63,-73.991938,40.755204,-74.17716,40.691129
1/2/2012,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,4,6.953114423,22.27,-73.885363,40.773163,-73.94402,40.81716
6/8/2012,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29,4,19.1639403,77.7,-73.978178,40.762394,-74.183238,40.688004
5/27/2012,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,301,269,570,8,0.549602807,4.5,-73.999,40.739003,-73.996877,40.743675
1/22/2012,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,1,46,47,4,4.389077534,19.5,-74.0167923,40.70806122,-73.98612213,40.73994827
10/5/2012,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0,0,11,11,4,2.025248913,6.9,-73.991145,40.750418,-73.97314,40.738358
1/18/2012,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3,4,4,0.820288239,5.3,-73.957315,40.765455,-73.952493,40.771862
4/30/2012,2,1,4,8,0,1,1,1,0.4,0.4091,0.43,0.194,17,579,596,8,2.353936345,9.5,-73.957392,40.770547,-73.974647,40.753902
11/26/2012,4,1,11,22,0,1,1,1,0.32,0.3485,0.61,0,3,101,104,4,3.075105774,13,-73.9803772,40.75101471,-73.9546051,40.77059174
12/23/2012,1,1,12,3,0,0,0,1,0.2,0.2121,0.51,0.1343,0,9,9,4,5.909443611,9.7,-73.987087,40.733416,-73.95311,40.779894
10/24/2012,4,1,10,14,0,3,1,1,0.74,0.6515,0.3,0.2537,64,237,301,4,4.399726061,12,-73.966978,40.756473,-73.995583,40.723384
9/19/2012,3,1,9,3,0,3,1,2,0.52,0.5,0.63,0.2537,1,4,5,4,1.841162527,11,-73.98187,40.766362,-73.984505,40.74993
9/28/2012,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705,8,9.345734039,7.5,-73.922877,40.826708,-73.982631,40.755905
1/9/2012,1,1,1,17,0,1,1,3,0.22,0.2727,0.87,0,5,147,152,4,1.270564261,12,-73.976375,40.775722,-73.961468,40.773977
1/30/2011,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0,19,104,123,4,1.887172903,7.5,-74.00437927,40.74776459,-73.99390411,40.73276901
9/29/2011,4,0,9,2,0,4,1,2,0.6,0.5,1,0.194,0,2,2,4,1.024109344,6.1,-73.987673,40.747967,-73.975615,40.749118
11/24/2012,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62,4,5.488782178,14.1,-73.990825,40.750827,-74.016338,40.705426
5/29/2011,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,5,10,15,4,2.062566194,8,-73.99057007,40.73992157,-74.00255585,40.72375488
9/16/2012,3,1,9,12,0,0,0,1,0.66,0.6212,0.44,0.1642,188,468,656,8,6.878862079,21.7,-73.952285,40.781298,-73.957885,40.7196
