fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance
4.5,-73.97785,40.748501,-73.986888,40.749084,1,0.764346068
6,-73.977591,40.758063,-73.973072,40.763646,4,0.728415107
10.1,-73.979538,40.743981,-73.946895,40.772515,1,4.19967443
9.3,-73.956245,40.771602,-73.990963,40.75061,4,3.742653283
3.7,-73.9822,40.7682,-73.9788,40.7632,1,0.625574673
8.5,-73.988149,40.743668,-73.997849,40.720636,2,2.689142426
12.1,-73.97246,40.781205,-73.9921,40.752645,1,3.581761115
5,-73.945522,40.786465,-73.95465,40.781005,2,0.979713463
8.9,-73.98708,40.754477,-73.978538,40.729653,1,2.85346553
10.1,-73.990695,40.728322,-73.997858,40.756462,2,3.187685887
11.5,-73.979994,40.781038,-73.948335,40.780578,1,2.666962964
4.5,-73.981628,40.778442,-73.971428,40.792685,1,1.802157481
31.7,-73.982972,40.756096,-73.861735,40.768386,1,10.30508451
7.3,-73.994133,40.75106,-73.98756,40.754537,1,0.675510505
4.5,-73.955155,40.783387,-73.961027,40.775345,1,1.022133412
12.5,-73.95421,40.770278,-73.98902,40.740717,1,4.406103795
52.9,-73.982771,40.761852,-73.962296,40.590033,1,19.18928996
6.1,-73.850417,40.837168,-73.850417,40.837168,5,0
5.5,-73.96025,40.773182,-73.9652,40.766205,1,0.880981703
7.8,-73.980712,40.744863,-73.991101,40.76021,1,1.918409845
4.5,-73.973681,40.748067,-73.981022,40.741705,1,0.939926228
8.5,-73.998174,40.735429,-73.977197,40.752399,1,2.586099618
5.5,-73.98581,40.731,-73.98551,40.72333,5,0.853507519
4,-73.97427,40.75106,-73.97106,40.75491,4,0.506499437
7.7,-73.997892,40.729047,-74.013922,40.71693,1,1.908532026
16.1,-73.913687,40.765605,-73.95519,40.764952,1,3.497152248
15.5,-73.968228,40.757341,-73.951928,40.809108,1,5.919424127
6.9,-73.993452,40.742192,-74.006872,40.751387,1,1.524766597
8.1,-73.993715,40.732782,-73.980426,40.746212,2,1.867028659
6.9,-73.981738,40.762325,-73.993361,40.744027,2,2.258651935
12.9,-74.0089,40.7094,-73.9854,40.7562,0,5.569653024
7.3,-73.954598,40.789447,-73.967806,40.762769,1,3.169085044
6.5,-74.00492,40.746935,-74.008522,40.740546,1,0.772761566
4,-74.000425,40.738002,-73.99949,40.743877,1,0.658208904
12.9,-73.972287,40.750382,-73.922663,40.760913,3,4.342133936
6.5,-73.975692,40.752039,-73.975834,40.765055,3,1.447816942
10.1,-73.959833,40.779887,-73.962718,40.754758,1,2.805640839
4.5,-73.965152,40.758632,-73.96801,40.763817,1,0.624973007
8.9,-73.981473,40.728968,-74.004587,40.747282,1,2.818583944
8.9,-74.007322,40.727417,-73.989205,40.750237,1,2.962111147
10,-74.003297,40.713787,-74.003593,40.736285,1,2.502573178
10.5,-73.987711,40.759812,-73.980141,40.78344,1,2.704391717
18.5,-74.007243,40.705354,-73.993567,40.752069,1,5.322436476
6.5,-73.954605,40.780362,-73.973295,40.785042,5,1.657956504
8,-73.973667,40.763047,-73.99072,40.756247,1,1.623672972
16.5,-73.9888916,40.7269783,-73.98593903,40.77285767,2,5.109215212
8.1,-73.968175,40.753835,-73.984847,40.725867,1,3.413465305
9.3,-73.988507,40.737133,-73.988726,40.75783,2,2.302197825
28.9,-73.872767,40.773985,-73.983907,40.764247,2,9.424836397
4.9,-73.975253,40.725022,-73.987407,40.733418,5,1.386241659
52,-73.95551,40.76166,-73.958368,40.758507,5,0.42541209
12,-74.012878,40.716948,-73.99314,40.73744,1,2.821956266
14,-74.002917,40.72507,-74.008962,40.707086,2,2.064256967
8.2,-73.980812,40.744594,-73.996219,40.760795,2,2.22095747
6.9,-74.002147,40.729543,-73.979438,40.753182,1,3.252100675
6,-73.95764923,40.76553726,-73.95774841,40.77628326,5,1.195305232
7.7,-73.967316,40.756829,-73.990129,40.757449,1,1.923341023
9.7,-73.95306,40.77594,-73.976002,40.744725,1,3.973799494
9.3,-74.002858,40.744413,-73.985505,40.727713,1,2.364204206
6.5,-73.991664,40.738881,-73.976258,40.748295,2,1.667939405
10.1,-73.988408,40.774491,-73.969966,40.758931,1,2.325753577
4.9,-74.009836,40.71502,-74.011218,40.706948,1,0.905376575
7.5,-73.975707,40.760173,-73.957261,40.768576,1,1.813421132
4.5,-73.997537,40.720804,-74.005102,40.719126,4,0.66449445
9.3,-74.003441,40.727064,-73.988998,40.758489,1,3.701252364
12,-74.0106,40.718787,-73.997005,40.725455,1,1.36510566
13,-73.99416351,40.7510643,-74.00563049,40.72589111,1,2.962096967
6.5,-73.993981,40.726827,-74.003105,40.738776,1,1.535533282
10.9,-73.954628,40.744273,-73.914708,40.77563,1,4.845289271
5.3,-73.960327,40.761756,-73.951239,40.777756,1,1.937353017
12,-73.966152,40.762627,-73.973008,40.740372,1,2.541936443
10.9,-73.984797,40.754107,-73.956113,40.763798,1,2.646197155
6.5,-73.985262,40.727632,-73.971022,40.751222,1,2.885337293
6.5,-73.983777,40.765009,-73.977681,40.753194,1,1.410977433
20.9,-73.991832,40.726272,-73.959465,40.642563,5,9.702925684
8.1,-74.008076,40.710593,-74.002386,40.739884,1,3.293149484
4.1,-74.008567,40.711612,-74.013605,40.702337,1,1.115691248
10.5,-73.991315,40.75976,-73.964456,40.757158,1,2.281386764
11,-73.981957,40.762742,-73.987357,40.741702,1,2.384098134
7.5,-73.99152,40.744626,-74.005628,40.744425,1,1.189102131
14.9,-73.933083,40.709495,-73.911188,40.769636,1,6.939307317
7.3,-73.955662,40.779745,-73.967062,40.763897,3,2.007366633
12.9,-73.97245,40.743339,-74.013465,40.707957,1,5.23847966
10.5,-73.978878,40.755949,-73.973627,40.782959,1,3.036707094
23,-73.984058,40.744152,-73.944685,40.708672,6,5.156492638
33.33,-73.981395,40.759025,-73.874333,40.713575,1,10.34297676
10,-73.980822,40.738022,-73.971272,40.76027,1,2.602199044
32.83,-73.872997,40.774072,-73.985907,40.753992,5,9.770917408
6.9,-73.97906,40.784825,-73.956658,40.780862,5,1.937554344
7.3,-73.997962,40.72436,-74.007107,40.706012,1,2.181623949
5.7,-73.993273,40.752083,-73.977523,40.751713,2,1.327755362
30.27,-73.870827,40.773695,-73.980992,40.773367,2,9.279709808
31.47,-73.885182,40.773015,-73.974564,40.764789,2,7.584917194
6.9,-73.99151,40.749896,-73.970685,40.758657,1,2.007119011
9,-73.991657,40.726588,-73.973164,40.755377,1,3.561318043
9.3,0,0,0,0,1,0
19,-73.988795,40.745048,-74.011977,40.7095,1,4.410498391
10,-73.99144,40.75005,-73.96812,40.76002,1,2.256227636
11.5,-73.99389648,40.74632263,-73.96691132,40.75760651,1,2.597206212
4.9,-73.979201,40.786616,-73.982364,40.776241,1,1.184359398
8.9,-73.981207,40.741522,-73.98608,40.764332,4,2.570162402
10.9,-74.011258,40.702117,-73.977902,40.736605,5,4.756359729
4.1,-73.973685,40.763655,-73.977427,40.758158,1,0.687923114
13,-73.980025,40.742462,-73.99539,40.759697,1,2.313286652
10.5,-73.993567,40.745677,-73.963445,40.761692,1,3.100792229
10.5,-73.853338,40.727057,-73.88075,40.750162,1,3.455706889
14.5,-73.972612,40.744902,-73.98179,40.773597,1,3.284074393
20,-73.962293,40.779322,-73.988627,40.758482,1,3.208494835
4.5,0,0,0,0,1,0
19,-73.984457,40.768913,-74.003205,40.723961,1,5.243662928
8,-73.97483063,40.76169205,-73.98860168,40.74803543,1,1.911482943
11.3,-73.959748,40.771096,-73.978509,40.754128,1,2.461766672
6.5,-73.972352,40.689603,-73.965095,40.674978,5,1.73809316
11.3,-73.98834,40.737368,-74.015327,40.708527,1,3.932752608
4.9,-73.986477,40.755955,-73.998243,40.760828,1,1.129827558
12.5,-73.960433,40.761852,-74.008807,40.740675,5,4.707764291
6.1,-73.987577,40.741883,-73.97462,40.759207,1,2.214755318
12.5,-73.995653,40.749353,-73.979814,40.764962,1,2.189808949
6.9,-73.967885,40.762737,-73.982037,40.749842,1,1.865216517
10.1,-73.982138,40.771613,-73.979167,40.747027,1,2.746128619
8.5,-73.967088,40.793365,-73.978238,40.76467,1,3.327036615
7.5,-73.985405,40.735545,-73.98591,40.719287,2,1.808875564
7.7,-73.9849,40.6753,-74.0104,40.6552,0,3.102779218
7.3,-74.006395,40.739581,-73.989386,40.757779,1,2.48022055
8.5,-73.962402,40.778918,-73.965316,40.758176,1,2.320151667
3.7,-73.988415,40.734569,-73.980204,40.733579,1,0.700761967
4.5,-73.977332,40.749611,-73.97263,40.756788,2,0.891203345
6.1,-73.969808,40.764625,-73.954908,40.780872,1,2.200244207
7.7,-74.00102,40.731298,-73.981303,40.758857,2,3.486736368
11,-73.958252,40.712627,-73.933667,40.698092,1,2.628915799
7.5,-73.97383118,40.74082184,-73.99143219,40.73258209,1,1.743712437
11.7,-73.996086,40.760773,-74.004948,40.716265,1,5.006639084
3.3,-73.991848,40.725963,-73.988868,40.731467,1,0.661736014
11.3,-73.9837,40.7758,-73.9853,40.7413,0,3.83979629
11,-73.946381,40.816291,-73.913808,40.828628,1,3.065965812
5.7,-73.97612,40.788975,-73.982032,40.773267,1,1.816766468
8,-73.978783,40.766702,-73.955945,40.784937,3,2.795426466
7.5,-73.965193,40.79526,-73.95256,40.802177,1,1.312802592
4.5,-73.985781,40.762187,-73.977863,40.757178,1,0.869162751
4.9,-73.993711,40.7417,-73.981675,40.749037,1,1.301826408
20.1,-73.992832,40.74789,-73.950455,40.67344,1,9.018980403
9.5,-73.989347,40.747592,-73.96549,40.771577,1,3.340281351
5,-73.955145,40.765156,-73.962663,40.773241,1,1.099914996
8.5,-73.982488,40.735336,-74.005965,40.719586,2,2.642956835
49.57,-73.988245,40.757376,-73.782388,40.648766,1,21.14854483
5,-73.969492,40.757217,-73.96629,40.763272,1,0.725516523
12,-73.995828,40.7403,-73.991127,40.755498,1,1.736265116
9,-73.97652435,40.75686646,-73.96230316,40.77912521,1,2.750453791
11.5,-73.98062,40.77496,-73.975317,40.752322,1,2.55734697
6,-73.972679,40.762085,-73.956572,40.767123,1,1.468095872
7,-73.99049377,40.72464371,-73.98793793,40.71913147,2,0.649880056
33.47,-73.862759,40.768804,-73.984802,40.761568,1,10.31291551
30.33,-73.94974,40.780359,-73.872029,40.774531,1,6.577544419
36.04,-73.97425842,40.75028992,-73.87251282,40.77428818,1,8.977892795
12.1,-73.992675,40.69363,-74.001012,40.731683,1,4.290596457
5.7,-73.970713,40.761618,-73.979352,40.75009,1,1.474452374
20.1,-73.988393,40.723124,-73.951509,40.798642,2,8.95622537
5.7,-73.983043,40.763237,-73.980812,40.758727,1,0.535704024
5,-74.006662,40.733625,-73.999555,40.729789,1,0.735450907
4.1,-73.955533,40.782918,-73.949582,40.785358,1,0.569961687
28.1,-73.994197,40.703299,-73.952688,40.80163,2,11.48296395
23.5,-74.0051,40.725537,-74.005147,40.713687,5,1.318079479
12.1,-73.99733,40.71929,-73.96953,40.757317,3,4.835294311
14.5,-73.8744,40.77397,-73.93539,40.756212,1,5.50467073
8.5,-73.986902,40.761082,-73.969945,40.7844,1,2.960963877
8.5,-73.96026611,40.76593018,-73.96413422,40.76398468,1,0.391174607
13.3,-74.002805,40.72001,-74.003028,40.748068,5,3.120943257
7.3,-73.969927,40.762868,-73.974467,40.753523,1,1.107590037
26.5,-73.98224,40.73204,-73.917622,40.87105,1,16.39136489
7.7,-73.992855,40.74895,-73.988255,40.729645,3,2.182007172
10.5,-73.974463,40.76152,-73.985262,40.744608,5,2.089633594
7.5,-73.974198,40.737042,-73.984157,40.748006,1,1.48041404
11.5,-73.99303436,40.69291687,-73.96274567,40.68806458,1,2.610917734
6.9,-73.983925,40.73838,-73.999108,40.738377,1,1.279601299
5.3,-73.99282,40.740327,-73.980251,40.735198,1,1.203162053
8.9,-74.007224,40.728267,-73.980726,40.737952,1,2.479621285
13.5,-73.992277,40.727433,-73.95417,40.770398,1,5.75759207
8.1,-73.986657,40.721548,-73.990837,40.745632,1,2.701926959
7.7,-73.954116,40.763925,-73.973013,40.759026,1,1.682730879
7.3,-73.991763,40.729392,-73.99563,40.746625,5,1.944332408
13.5,-73.95661,40.771063,-74.001072,40.738104,1,5.241597549
21.5,-73.95568085,40.80413055,-73.99777222,40.73696136,1,8.269882885
11.7,-73.983014,40.763115,-73.991515,40.749895,2,1.63562574
4.5,-73.991655,40.738772,-74.003533,40.741047,5,1.032525789
49.8,0,0,0,0,1,0
6.1,-73.982865,40.76319,-73.982732,40.760355,2,0.315535594
5.3,-73.991427,40.747122,-74.001177,40.740042,1,1.138103236
13.3,-73.994753,40.753642,-74.005643,40.725928,5,3.216345342
7.5,-74.001528,40.71958,-73.989884,40.726388,1,1.239719524
18.5,-73.963687,40.757132,-74.005546,40.726114,1,4.934333387
7.5,-73.98261,40.772242,-74.00264,40.755995,6,2.472502611
10.9,-73.971059,40.76155,-74.005047,40.739944,1,3.738662745
3.3,-73.995137,40.744685,-73.989348,40.747882,1,0.603681435
7.7,-73.981202,40.781682,-74.002718,40.760676,1,2.957051375
8,-74.00565338,40.75074768,-74.00822449,40.7374649,3,1.49324406
7.3,-74.001786,40.75074,-73.981471,40.740704,3,2.043730659
5,-73.98747,40.719892,-73.98171,40.73104,1,1.331661914
8.5,-73.994583,40.760959,-73.974355,40.759167,1,1.715847406
11.3,-73.982675,40.748427,-73.950382,40.793063,1,5.661247207
9.3,-73.963335,40.777539,-73.982109,40.769787,1,1.80120134
4.9,0,0,0,0,1,0
23,-73.957382,40.729752,-73.999692,40.72848,1,3.569127366
12.5,-73.998411,40.717142,-73.984434,40.759125,1,4.816044109
7.3,-73.989708,40.734358,-74.001964,40.726402,1,1.360258387
6.9,-73.991587,40.759887,-73.977275,40.782833,1,2.822692789
18.9,-74.007231,40.708738,-73.974163,40.788915,1,9.343262098
8.1,-73.973802,40.76328,-73.993012,40.74158,1,2.906184976
20,-73.990323,40.766614,-73.944941,40.721631,1,6.297662471
27.7,-73.870908,40.773728,-73.96583,40.756078,1,8.234157642
12,-73.985597,40.744612,-73.979275,40.766885,1,2.534039721
14.5,0,0,0,0,1,0
20.5,-74.006857,40.735703,-73.951107,40.727836,1,4.779776872
11.5,-73.986815,40.751485,-73.97195,40.763267,1,1.812746318
38.5,-73.99913025,40.73418808,-73.93711853,40.85654831,1,14.57744724
12.1,-73.966616,40.76247,-73.998942,40.734029,2,4.174654902
6.5,-73.953965,40.76637,-73.971245,40.746135,1,2.680592868
11,-73.988132,40.769845,-73.95829,40.810437,2,5.167318606
5.5,-73.951517,40.793494,-73.949826,40.80225,1,0.984281853
9,-73.977441,40.729209,-73.996526,40.723787,1,1.718071772
6.1,-73.979517,40.777112,-73.966243,40.789408,1,1.766461167
10.5,-73.985845,40.727002,-73.987633,40.761233,3,3.810488676
6.1,-73.969914,40.79971,-73.97537,40.782193,1,2.001853349
8.1,-73.969743,40.753525,-73.991032,40.750567,1,1.82376133
8.1,-73.98372,40.729682,-73.99226,40.749393,3,2.307563298
7.7,-73.983362,40.744807,-73.990497,40.723462,5,2.449177462
5,-73.96119,40.760639,-73.954191,40.764011,1,0.698831986
9.5,-73.992113,40.749252,-73.986593,40.730022,1,2.188955234
6.5,-73.947518,40.783511,-73.953376,40.771156,1,1.460139066
4.5,-73.968734,40.762241,-73.960271,40.759084,1,0.794790522
5.7,-73.984556,40.728638,-73.998881,40.733796,1,1.336795503
9.7,-73.959357,40.781235,-73.98019,40.76262,1,2.714182394
9,-73.98190308,40.77336121,-73.97132111,40.7559166,1,2.13535468
6.5,-74.001383,40.730968,-73.982538,40.739522,2,1.851482133
16.9,-73.960717,40.781033,-73.986783,40.729803,1,6.106893655
8.9,-73.952103,40.777652,-73.972042,40.74724,5,3.776851534
10.1,-73.992157,40.721378,-73.946788,40.725122,1,3.847109227
6.5,-73.982998,40.75448,-73.989678,40.74165,3,1.53408239
6.1,-73.969375,40.763778,-73.955362,40.782543,1,2.397876414
10.1,-73.978779,40.782495,-73.946361,40.775527,1,2.838341448
7,-74.0026,40.726642,-73.989272,40.729342,1,1.162888495
17,-74.016272,40.706117,-73.987158,40.750547,5,5.517714832
20.83,-74.007206,40.727043,-73.998515,40.681469,1,5.121886988
15.5,-73.958575,40.800223,-73.979889,40.754889,1,5.352539326
10.9,-73.985022,40.763903,-74.007795,40.740579,2,3.226856538
5.7,-73.9616,40.771217,-73.97396,40.757085,5,1.885505774
12.5,-73.98635864,40.76215363,-73.95449066,40.78668213,1,3.827435757
8.9,-73.973945,40.757182,-73.986738,40.729877,2,3.222800739
12.9,-73.937604,40.812942,-73.985109,40.759717,1,7.145276761
8.1,-73.947347,40.780302,-73.974687,40.763772,1,2.946932152
6.1,-73.967003,40.772417,-73.96886,40.761147,0,1.263283898
3.5,-73.960852,40.77538,-73.954057,40.773742,1,0.60065974
5.3,-73.983707,40.753102,-73.990873,40.756318,3,0.701801021
9.7,-74.012934,40.716545,-73.982006,40.727794,2,2.891896441
6.9,-73.966429,40.766012,-73.974489,40.751915,1,1.708738867
4.1,-73.988517,40.769237,-73.982433,40.776185,1,0.92730803
12.1,-73.958452,40.781575,-73.991862,40.76065,1,3.652096262
7.3,-73.986093,40.738385,-74.001415,40.717652,5,2.643150245
9.7,-74.007498,40.743384,-73.973584,40.757292,1,3.249563205
4.1,-73.98033,40.74907,-73.976398,40.745893,1,0.484417429
9.3,-73.969447,40.760995,-74.000901,40.74633,1,3.112040274
13.3,-73.972733,40.754625,-74.005123,40.741368,2,3.102245087
5.3,-73.961558,40.758347,-73.956123,40.767572,2,1.123623476
19,-73.978267,40.78222,-73.98201,40.727632,5,6.079999095
16.5,-73.976168,40.75233,-74.013987,40.717055,5,5.055204417
8.9,-73.997865,40.740758,-73.984487,40.757573,3,2.183787621
20.5,-73.986702,40.767783,-73.986575,40.716753,1,5.67606848
26.5,-73.982045,40.768425,-73.904829,40.774048,1,6.534438205
52,-73.79076,40.646777,-73.99368,40.731962,1,19.5622098
4.9,-73.948947,40.784875,-73.949983,40.79302,5,0.910158274
51.1,-73.998511,40.738947,-74.177341,40.695125,2,15.84473693
10,-73.98123,40.780845,-73.979771,40.753439,1,3.050841636
6.5,-73.96522522,40.77249527,-73.97588348,40.75988388,1,1.665516452
6.1,-74.016358,40.709663,-74.005203,40.720102,1,1.494216288
14.9,-73.995778,40.742787,-73.958373,40.77922,1,5.133551722
8,-73.970349,40.752721,-73.991453,40.750023,1,1.803411423
9.7,-73.984132,40.746957,-73.957938,40.774613,2,3.785897046
3.5,-73.964776,40.80161,-73.961025,40.806655,1,0.643920982
17,-73.96183,40.79549,-74.004282,40.74225,1,6.917910359
7,-73.98357,40.766385,-73.984653,40.779567,1,1.469066881
8.9,-73.980592,40.76791,-73.989908,40.748973,5,2.2478481
4.1,-73.976577,40.756085,-73.972,40.762797,5,0.840283924
10,-73.990918,40.749822,-73.964442,40.753915,1,2.276885662
8,-73.979967,40.765622,-73.983073,40.759947,2,0.683317829
7,-73.9529953,40.7794838,-73.96185303,40.76855087,1,1.426712597
10.5,-73.999927,40.727035,-73.977872,40.751277,1,3.275007623
4.9,-73.99427,40.751037,-73.986408,40.760655,1,1.258290826
19,-73.981518,40.749954,-73.94527,40.702722,1,6.077529018
11.5,-73.987145,40.755786,-73.982275,40.731931,1,2.684938832
20.5,-73.97245789,40.78662109,-73.93891144,40.85377121,1,7.985051572
5.7,-73.992715,40.746145,-73.987356,40.743096,1,0.564769067
7.7,-73.997147,40.722146,-73.978673,40.736698,1,2.246041576
15.7,-73.964842,40.775527,-73.99313,40.755017,1,3.299036253
5,-73.990298,40.718945,-73.996752,40.721267,1,0.602273031
5.5,-73.95687,40.769812,-73.960792,40.774087,1,0.57901135
12.5,-73.96523285,40.75524902,-73.97318268,40.79011154,1,3.935149097
6.9,-73.960717,40.761337,-73.953668,40.778748,4,2.025611425
6.9,-73.977796,40.754881,-73.959722,40.771958,1,2.434448308
4.9,-73.978437,40.783292,-73.975767,40.776307,1,0.80883186
4.5,-73.979245,40.740703,-73.987376,40.729591,1,1.413258736
3.7,-73.983313,40.764485,-73.983768,40.766388,1,0.215113047
5.7,-73.981262,40.750528,-73.978083,40.75811,1,0.884860239
7.3,-73.975403,40.749207,-73.958278,40.770922,1,2.813470167
6.1,-73.964443,40.760384,-73.979237,40.744406,1,2.170816592
13,-73.973547,40.74788,-74.010577,40.719787,1,4.416467825
6.5,-73.994223,40.750275,-73.982967,40.759132,1,1.367486883
17,-73.96649,40.764302,-74.002917,40.750489,3,3.432226832
5.7,-73.989908,40.729543,-73.980272,40.749187,1,2.331034101
4.5,-73.998503,40.734942,-73.99504,40.739827,1,0.616782347
6.9,-74.005644,40.741148,-73.985231,40.742187,1,1.724170521
17.5,-74.005142,40.70671,-74.006647,40.751412,1,4.97381401
9.7,-73.95308,40.772517,-73.975203,40.748825,5,3.227784025
5.3,-73.980946,40.744671,-73.980716,40.734043,1,1.182309575
4.5,-73.963345,40.766047,-73.95749,40.773447,5,0.959561893
57.33,-73.789635,40.647025,-73.99167,40.762972,1,21.36687103
7.3,-73.982548,40.756902,-73.986317,40.778802,6,2.456538367
14.5,-73.98553467,40.75298309,-73.98539734,40.77058411,1,1.957791948
11.5,-73.993982,40.751182,-73.973102,40.757027,5,1.875603127
5.5,-73.982017,40.751457,-73.983562,40.743807,1,0.860810564
20.5,-74.016107,40.706947,-73.975632,40.755425,1,6.380787082
8.5,-73.991342,40.749327,-74.000095,40.728615,1,2.419015514
8.5,-73.977815,40.752154,-73.990801,40.728508,1,2.848749043
15.7,-73.9953,40.688333,-74.004565,40.730505,3,4.755386687
15.5,-73.973799,40.782914,-73.974204,40.755722,1,3.024754038
7.5,-73.984585,40.743362,-73.976933,40.758923,5,1.847043196
8.5,-73.983935,40.765902,-73.999334,40.739068,1,3.254576063
10.9,-73.985213,40.720639,-73.977424,40.752193,1,3.570611203
7.5,-73.991097,40.760407,-73.993548,40.747378,1,1.463854389
11.5,-73.964696,40.761638,-73.985232,40.735877,1,3.347388662
4.9,-73.950573,40.66997,-73.962653,40.677248,1,1.30148181
17,-73.970116,40.764589,-73.988974,40.751757,1,2.135799417
6.5,-73.98328,40.771423,-74.003578,40.744209,1,3.476710782
6.5,-73.9906,40.751215,-73.975907,40.759187,2,1.522794458
8.5,-73.97850037,40.68458176,-74.00621033,40.68307877,1,2.343240514
7.3,-73.988409,40.743329,-74.007644,40.732189,1,2.040435525
7.7,-73.978614,40.785948,-73.956776,40.772244,1,2.388864201
6.5,-73.982262,40.755603,-73.993582,40.742012,1,1.787513753
10.5,-73.971548,40.757837,-73.968102,40.786876,1,3.243020207
9,-73.97946,40.784531,-74.002022,40.761315,1,3.206283368
6.5,-73.96154785,40.77093124,-73.97628784,40.76576614,2,1.368172947
4.1,-73.96173,40.76193,-73.958503,40.768863,1,0.817672395
4.9,-73.99261,40.743592,-73.983339,40.756801,3,1.664012154
5.5,-74.00960541,40.70457077,-74.00364685,40.70756149,2,0.602568958
25.7,-73.983841,40.768059,-73.962046,40.693109,1,8.536684227
9,-73.987113,40.729484,-73.991678,40.748959,2,2.200100321
7.3,-73.842789,40.683974,-73.84352,40.683258,1,0.100719244
9.3,-73.970238,40.76247,-73.991128,40.732532,1,3.766653623
6.1,-73.98439,40.759547,-73.972615,40.7551,1,1.108568811
5.3,-73.980504,40.730094,-73.981302,40.741294,1,1.24758835
4.1,-73.96068,40.76162,-73.96188,40.764063,1,0.289931449
7.7,-73.968336,40.799921,-73.93807,40.797048,1,2.568426055
31.7,-73.781882,40.644775,-73.908485,40.773062,1,17.82026672
9.7,-73.962601,40.759031,-73.991651,40.738764,1,3.32777456
5.7,-73.987772,40.728515,-73.998028,40.71962,1,1.313899693
15.5,-73.987725,40.755745,-73.983365,40.719832,1,4.011462374
6.5,-73.952307,40.766293,-73.969464,40.76353,1,1.477702074
5.7,-73.988591,40.748155,-73.983047,40.757021,4,1.09120991
7.5,-73.986195,40.756729,-73.99066,40.751073,1,0.733024744
5.7,-73.978193,40.752479,-73.98899,40.744363,2,1.281682858
19,-74.006614,40.706726,-73.980512,40.753255,2,5.623647293
6,-73.967519,40.768645,-73.961366,40.761854,1,0.91611397
9.7,-73.978507,40.745212,-73.986265,40.767375,2,2.550375118
20,-73.97902,40.75911,-74.012532,40.706778,2,6.469996415
16.5,-74.006401,40.733127,-73.984887,40.768465,1,4.328542808
5.7,-73.978834,40.7574,-73.987216,40.751985,1,0.928205375
4.5,-73.979552,40.766448,-73.985712,40.76121,5,0.780233826
9.5,-73.970138,40.759579,-73.997037,40.738417,1,3.267763358
3.5,-73.955249,40.689776,-73.956575,40.696457,1,0.751493729
9.5,-73.962382,40.81028,-73.975782,40.781517,2,3.392451949
20,-73.972804,40.74878,-73.923238,40.760923,1,4.389294746
6.1,-73.943256,40.746691,-73.923184,40.739629,1,1.865006613
15,-74.006547,40.731356,-73.973477,40.752824,1,3.670012779
18.9,-73.788571,40.641405,-73.884558,40.674824,1,8.911663061
8.1,-73.987715,40.768665,-73.98147,40.75629,1,1.473593898
5.3,-73.990928,40.750797,-73.982455,40.756523,1,0.956732736
6.1,-73.978623,40.720128,-73.990457,40.728723,1,1.381703324
23.3,-73.98837,40.738627,-73.942857,40.844578,5,12.39248647
10.9,-73.916968,40.743112,-73.967937,40.754933,1,4.491663701
10.5,-73.96058,40.769823,-73.984972,40.75373,2,2.725288855
8.9,-73.992095,40.749383,-73.992115,40.725545,1,2.6514973
4.5,-73.990835,40.733707,-73.99557,40.726285,1,0.916960948
4.1,-73.991775,40.759475,-73.980847,40.756747,1,0.969434477
6.1,-73.982567,40.752333,-73.991372,40.734955,1,2.070480192
9.7,-73.989063,40.77741,-73.993273,40.743023,1,3.84127134
9,-73.958317,40.76895,-73.967485,40.787859,1,2.240520706
15.5,-73.997929,40.722483,-73.973796,40.671617,1,6.012716059
9.3,-73.958947,40.781008,-73.987687,40.741191,1,5.047522737
5.5,-73.9908,40.739817,-73.995203,40.731782,1,0.967711875
6.5,-73.980927,40.774574,-73.967897,40.792434,1,2.26952327
23,-73.993922,40.750007,-73.948322,40.782747,1,5.293271179
45,-73.786723,40.640526,-73.963702,40.775295,1,21.15151566
14.5,-73.975235,40.75755,-74.014625,40.711643,1,6.090602319
17.7,-73.971808,40.75388,-73.906187,40.779687,1,6.228923743
21.5,-73.975048,40.757456,-74.014369,40.703803,1,6.826375912
7,-73.98122406,40.74135208,-73.99210358,40.74918365,1,1.264663148
4.1,-73.980475,40.721935,-73.988716,40.726709,3,0.874392335
8.1,-74.002115,40.739539,-73.980812,40.724961,1,2.419358296
5.3,-73.976634,40.739354,-73.986453,40.736971,1,0.868947262
5.3,-73.996454,40.747922,-74.000291,40.757577,1,1.121534759
10,-73.953,40.78612,-73.968552,40.764892,4,2.700225971
16.1,-73.970218,40.794425,-73.992914,40.740379,1,6.308250177
6.9,-73.983401,40.766727,-73.996922,40.742284,2,2.947833629
8,-74.004243,40.747568,-73.997867,40.734492,4,1.550526456
6.9,-73.972543,40.786644,-73.982391,40.768234,1,2.209365039
33,-73.9861,40.759922,-73.863585,40.737327,1,10.62530536
5,-74.003487,40.749042,-73.99736,40.75706,1,1.030487849
6,-73.96689606,40.7532196,-73.97206879,40.76283264,1,1.154664348
14.5,-73.966802,40.643895,-74.00693,40.72307,1,9.434665274
4.5,-73.9909668,40.76584625,-73.98352051,40.76289749,1,0.707887285
5.3,-73.97693,40.749857,-73.986237,40.746542,1,0.866620216
9.3,-73.955159,40.777342,-73.980921,40.763245,1,2.677342396
5.3,-73.954742,40.783812,-73.955161,40.770157,1,1.519253347
6.9,-73.990497,40.740415,-73.981629,40.728742,2,1.498148778
13.3,-73.99277,40.743568,-73.988474,40.693502,1,5.580597207
5.7,-73.9944,40.73215,-73.98829,40.73762,1,0.797105205
