instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,fare_amount,passenger_count,distance
5429,8/19/2011,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0,0,8,8,6.5,5,1.058051657
4883,7/27/2011,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433,11.3,1,6.51266203
7866,11/29/2011,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,14,5,3.18019314
5372,8/16/2011,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,8,1,3.497354262
9074,1/18/2012,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38,18.9,3,6.011041679
4135,6/26/2011,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,3,8,11,25,1,10.52722921
12080,5/23/2012,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248,5.5,1,0.849438813
11934,5/17/2012,2,1,5,10,0,4,1,1,0.56,0.5303,0.52,0.2537,43,162,205,6.5,1,0.86568228
9017,1/16/2012,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,26,202,228,7.3,5,2.871989156
116,1/6/2011,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0,0,11,11,6.1,1,2.191137483
16771,12/6/2012,4,1,12,13,0,4,1,1,0.3,0.3333,0.39,0,33,212,245,57.33,2,19.02974638
12963,6/29/2012,3,1,6,7,0,5,1,1,0.7,0.6515,0.61,0.1045,19,361,380,13,1,2.968511476
8350,12/19/2011,4,0,12,13,0,1,1,1,0.34,0.303,0.49,0.3284,15,127,142,10,1,3.482903538
1074,2/17/2011,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,9,1,2.2796126
2126,4/3/2011,2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215,8.1,1,2.803604723
11105,4/12/2012,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187,9.5,1,2.431398016
5857,9/6/2011,3,0,9,12,0,2,1,3,0.54,0.5152,0.83,0.3881,16,51,67,7.5,1,1.996720775
1659,3/14/2011,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,27,80,107,4.9,1,1.28069045
9239,1/25/2012,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,10,225,235,8.1,1,2.565077414
143,1/7/2011,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0,0,5,5,4.1,1,0.940341622
6653,10/9/2011,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,9,4,1.926973812
8712,1/3/2012,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,11,2,2.872078678
16989,12/15/2012,4,1,12,15,0,6,0,1,0.42,0.4242,0.47,0,95,352,447,7,1,1.476132985
7894,11/30/2011,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,5.5,1,1.271736154
11716,5/8/2012,2,1,5,8,0,2,1,2,0.54,0.5152,0.73,0.2985,36,605,641,4.9,3,1.162526768
8847,1/9/2012,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0,13,95,108,6.5,1,1.535907898
6083,9/16/2011,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,5,43,48,13,6,2.393461315
7834,11/28/2011,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,6.9,5,2.067160911
4639,7/17/2011,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6,10,5.3,2,0
12142,5/26/2012,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,9,55,64,7.3,1,2.522793386
14687,9/9/2012,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,7.3,5,0.798439553
1651,3/14/2011,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343,24,217,241,4.5,3,0.404184663
4441,7/8/2011,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169,29.5,1,11.11692035
2074,4/1/2011,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,9,1,3.026403811
6226,9/21/2011,3,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1045,15,80,95,4.9,1,0.900701227
16532,11/26/2012,4,1,11,13,0,1,1,1,0.42,0.4242,0.35,0.1045,20,197,217,6.5,1,2.168822931
5473,8/20/2011,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,10.2,1,2.751197111
10911,4/4/2012,2,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759,8.5,1,2.558154722
7625,11/19/2011,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41,6.9,1,0.033674991
10540,3/20/2012,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100,7.3,1,1.89283115
3630,6/5/2011,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,4.1,2,0.369681335
5289,8/13/2011,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,5,2,0.824971515
714,2/2/2011,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4,5.3,5,1.168027214
4470,7/10/2011,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19,25,13.5,1,3.501888403
10598,3/22/2012,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425,4,1,0.663482686
668,1/31/2011,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2,10,5,3.254628834
9529,2/6/2012,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,5,1,0.988167921
4872,7/26/2011,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267,23,1,4.371356817
3772,6/11/2011,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77,8.1,2,3.431245381
15913,10/31/2012,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723,9.5,1,0.908852087
9167,1/22/2012,1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,5,69,74,6.5,1,2.58024371
9558,2/8/2012,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1,2.9,1,0.287028031
14131,8/16/2012,3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226,12.5,1,1.579712282
8878,1/10/2012,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385,7,1,1.259444141
13222,7/10/2012,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,20.1,1,10.10394832
8608,12/30/2011,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,6.5,5,1.307765548
16710,12/4/2012,4,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55,9.7,1,2.95693852
9962,2/25/2012,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,7,5,1.826609316
10489,3/18/2012,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,5.3,1,1.82439254
4294,7/2/2011,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305,8.5,1,2.426909983
12583,6/13/2012,2,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,64,182,246,13.7,1,3.099480251
11292,4/20/2012,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.194,151,429,580,7,1,1.110185674
4052,6/22/2011,3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,67,462,529,6.5,1,1.818478491
8846,1/9/2012,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0,9,188,197,9.7,5,3.690295689
694,2/1/2011,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0,0,22,22,16,5,2.926876779
7087,10/27/2011,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132,8.9,2,2.430536838
9825,2/19/2012,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,4.9,1,1.200520253
3512,5/31/2011,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26,26,7,1,1.724482914
759,2/4/2011,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0,3,10,13,18.5,1,8.87057857
2085,4/1/2011,2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,14.5,1,4.746471504
12800,6/22/2012,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,5.7,1,1.524542836
13510,7/22/2012,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,122,3.7,1,0.637510029
15293,10/4/2012,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,40,319,359,4.5,1,0.295832268
13854,8/5/2012,3,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364,5.3,1,0.644320953
4518,7/12/2011,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0,2,6,8,13,1,2.042789823
8315,12/18/2011,4,0,12,2,0,0,0,1,0.22,0.2424,0.55,0.1045,2,39,41,4.1,2,1.20639214
8224,12/14/2011,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0,4,243,247,33.7,5,14.22129979
11244,4/18/2012,2,1,4,16,0,3,1,2,0.42,0.4242,0.77,0.2239,36,199,235,11.7,1,6.155955804
2066,3/31/2011,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,5.5,1,1.141003926
13277,7/12/2012,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327,6.5,1,1.554605413
9063,1/18/2012,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161,6.5,1,1.559208428
10289,3/9/2012,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,8.5,1,3.265476556
15304,10/4/2012,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,50,391,441,14.5,2,6.146032253
15137,9/27/2012,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253,5.7,1,0.915614511
14356,8/26/2012,3,1,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,21,112,133,4.9,1,0.764062302
15188,9/30/2012,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0,35,112,147,6.1,1,1.572844114
11456,4/27/2012,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,63,244,307,6.9,5,1.044906312
14122,8/16/2012,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0,72,176,248,17.3,1,16.35565783
4930,7/29/2011,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254,5.7,1,0.860459877
16193,11/12/2012,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,8.1,5,1.663988262
16265,11/15/2012,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,5,5,1.402064079
15811,10/25/2012,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135,18,1,5.584564532
3862,6/14/2011,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,11,1,1.387719294
2193,4/6/2011,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13,12.5,1,2.651234302
3738,6/9/2011,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104,63,1,17.16350166
3064,5/12/2011,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,22.27,1,6.953114423
7951,12/2/2011,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102,77.7,2,19.1639403
12383,6/5/2012,2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.194,0,5,5,4.5,1,0.549602807
10203,3/6/2012,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,19.5,6,4.389077534
8552,12/28/2011,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,6.9,1,2.025248913
6177,9/19/2011,3,0,9,22,0,1,1,2,0.56,0.5303,0.68,0.1642,25,104,129,5.3,1,0.820288239
12533,6/11/2012,2,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.1343,57,259,316,9.5,6,2.353936345
11028,4/9/2012,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,82,173,255,13,1,3.075105774
1228,2/24/2011,1,0,2,6,0,4,1,1,0.2,0.197,0.69,0.194,0,58,58,9.7,3,5.909443611
11160,4/15/2012,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0,2,10,12,12,1,4.399726061
11004,4/8/2012,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,260,226,486,11,1,1.841162527
13493,7/21/2012,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,32,175,207,7.5,1,9.345734039
12324,6/2/2012,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,275,369,644,12,1,1.270564261
674,1/31/2011,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112,7.5,1,1.887172903
12257,5/30/2012,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304,6.1,1,1.024109344
12763,6/20/2012,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123,14.1,1,5.488782178
6689,10/11/2011,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123,8,4,2.062566194
13901,8/7/2012,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327,21.7,5,6.878862079
16685,12/2/2012,4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51,6.1,1,0.912111592
14974,9/21/2012,3,1,9,2,0,5,1,1,0.52,0.5,0.72,0,6,8,14,8.1,1,3.935983842
14488,8/31/2012,3,1,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,102,254,356,10,2,2.029581002
681,1/31/2011,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86,8.9,1,2.918251558
6238,9/22/2011,3,0,9,11,0,4,1,2,0.64,0.5758,0.89,0.194,23,142,165,7.3,1,1.789438123
5495,8/21/2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181,5,1,0.613650307
6512,10/3/2011,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0,10,128,138,5.7,1,1.485658037
2343,4/12/2011,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92,10.5,1,3.164352061
6709,10/12/2011,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2,13.5,2,2.719252694
10879,4/3/2012,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0,77,142,219,39.5,1,15.42370908
5606,8/26/2011,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0,63,151,214,5.3,1,1.730885128
3476,5/29/2011,2,0,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,214,169,383,8.5,1,2.001448538
9304,1/28/2012,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373,15,1,4.834378556
6444,10/1/2011,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,8.1,1,2.020716706
279,1/13/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,8.5,1,2.275697305
13368,7/16/2012,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12,8.5,1,2.032904014
5398,8/17/2011,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347,7.7,4,2.329159008
16817,12/8/2012,4,1,12,11,0,6,0,2,0.4,0.4091,0.87,0.1045,63,341,404,8.5,1,0
6314,9/25/2011,4,0,9,15,0,0,0,2,0.66,0.6061,0.78,0,119,234,353,14,6,4.437795684
6949,10/22/2011,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20,4,1,0.591755949
1986,3/28/2011,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80,10.5,1,1.607915361
6497,10/3/2011,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0,3,91,94,10.1,1,2.964415751
3005,5/10/2011,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,6.5,1,1.764177525
676,1/31/2011,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48,13.3,2,3.165300848
5830,9/5/2011,3,0,9,8,1,1,0,2,0.66,0.6061,0.78,0.194,45,56,101,11.3,1,1.4520797
569,1/25/2011,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45,9,5,2.426357034
12965,6/29/2012,3,1,6,9,0,5,1,1,0.76,0.697,0.55,0.1642,39,261,300,10,2,3.135742695
17083,12/19/2012,4,1,12,13,0,3,1,1,0.42,0.4242,0.5,0.194,30,183,213,6.9,1,3.231590663
10051,2/28/2012,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0,15,291,306,2.5,1,0.0026877
6125,9/17/2011,3,0,9,18,0,6,0,2,0.52,0.5,0.72,0.2239,95,234,329,12,1,4.370707477
6077,9/15/2011,3,0,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,22,222,244,6.9,5,1.851354597
4051,6/22/2011,3,0,6,16,0,3,1,2,0.82,0.803,0.59,0.3284,34,224,258,4.5,1,0.84733897
6666,10/10/2011,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0,12,102,114,8.5,1,2.161195303
878,2/9/2011,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17,17,13,1,3.432784788
1305,2/27/2011,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0,90,169,259,6.5,5,14.0792778
6476,10/2/2011,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,6.9,1,2.177091726
3734,6/9/2011,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,8.5,1,2.828945361
6631,10/8/2011,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,4.5,1,1.31565771
12442,6/7/2012,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,67,198,265,9.7,2,4.02678377
2632,4/24/2011,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,205,236,441,11.5,3,2.063917284
7588,11/17/2011,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,298,307,4.5,1,0.466649725
6925,10/21/2011,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7,5.7,1,2.027277245
282,1/13/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,5.5,2,1.126603975
4900,7/28/2011,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0,3,26,29,13.5,1,3.745842563
8738,1/4/2012,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0,2,88,90,6.1,1,2.319589488
4536,7/12/2011,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,49,209,258,29.8,1,8.562999554
4822,7/24/2011,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240,4.1,3,0.768939796
3046,5/11/2011,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,11,2,1.917966121
5620,8/27/2011,3,0,8,1,0,6,0,1,0.7,0.6667,0.84,0.1642,13,51,64,5.7,1,1.087417452
15567,10/15/2012,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,8.5,1,0.828545809
4434,7/8/2011,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141,7.7,1,1.262474773
11814,5/12/2012,2,1,5,10,0,6,0,1,0.56,0.5303,0.49,0.0896,132,279,411,10.1,1,4.460011664
4712,7/20/2011,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,4.9,1,1.155499729
15689,10/20/2012,4,1,10,21,0,6,0,1,0.46,0.4545,0.47,0.2239,72,224,296,12.5,1,2.670186253
7305,11/5/2011,4,0,11,23,0,6,0,1,0.28,0.3182,0.7,0,4,81,85,2.5,1,0.006958245
17364,12/31/2012,1,1,12,8,0,1,1,1,0.14,0.1515,0.69,0.1343,9,187,196,7.5,1,1.45037703
3322,5/23/2011,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236,45,2,0
14261,8/22/2012,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0,41,335,376,13.7,5,5.15203883
12666,6/16/2012,2,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,91,189,280,7.7,1,1.989675339
41,1/2/2011,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,10.5,1,3.761140789
9932,2/23/2012,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,8,1,2.114012582
4391,7/6/2011,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312,5.3,1,1.220750832
13173,7/8/2012,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,4.1,1,0.798634475
17197,12/24/2012,1,1,12,8,0,1,1,1,0.22,0.2727,0.69,0,4,62,66,57.33,1,21.61856987
8676,1/2/2012,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,6.1,2,1.928137319
6541,10/5/2011,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,10.1,1,5.586777381
4134,6/26/2011,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34,16.9,1,4.151643984
11992,5/19/2012,2,1,5,20,0,6,0,1,0.68,0.6364,0.41,0.0896,118,197,315,8.5,1,0.865664565
9750,2/16/2012,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896,0,3,3,3.3,1,0.540300789
7727,11/23/2011,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174,31.85,2,9.406993473
10316,3/10/2012,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,5.3,1,1.169041976
6290,9/24/2011,4,0,9,15,0,6,0,2,0.66,0.6212,0.74,0.1343,168,284,452,8.1,1,1.525755626
10568,3/21/2012,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154,4.9,3,1.863975447
4214,6/29/2011,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170,5.7,1,8.767072651
10285,3/9/2012,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,5.3,1,1.141591559
15079,9/25/2012,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985,63,155,218,4,1,0.582694348
968,2/12/2011,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45,10,1,2.585869681
5247,8/11/2011,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,5.3,5,1.897608713
14678,9/8/2012,3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,27,140,167,9.7,1,3.883390433
11667,5/6/2012,2,1,5,7,0,0,0,3,0.52,0.5,0.83,0.1642,5,31,36,20,1,5.361404663
3743,6/9/2011,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254,18.1,1,6.746331344
5680,8/30/2011,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10,5.7,2,1.373621886
14473,8/31/2012,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29,7.3,1,1.306543053
4046,6/22/2011,3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,37,108,145,14.5,1,6.19095323
13698,7/29/2012,3,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045,31,117,148,4.5,0,1.241677086
9915,2/23/2012,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,5.3,1,1.310929753
9109,1/20/2012,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96,97,9.5,1,2.913168747
4657,7/17/2011,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,6.5,1,1.510935322
6432,9/30/2011,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,69.7,1,32.6127693
11488,4/28/2012,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0,21,81,102,6,1,0.931933153
3986,6/19/2011,2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.194,14,78,92,5,2,0.478082813
11782,5/11/2012,2,1,5,2,0,5,1,1,0.46,0.4545,0.44,0.1642,15,16,31,5.7,5,1.28159754
5814,9/4/2011,3,0,9,16,0,0,0,1,0.8,0.7727,0.59,0.2239,196,141,337,16.5,1,3.574960192
11152,4/14/2012,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321,11.7,2,5.077610814
15994,11/4/2012,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0,6,31,37,6.9,3,1.336579068
13031,7/2/2012,3,1,7,3,0,1,1,2,0.72,0.6667,0.54,0.4179,0,5,5,9,1,0.720242689
12781,6/21/2012,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0,80,535,615,11.7,1,6.434135203
16107,11/8/2012,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245,5.5,1,1.049589584
13476,7/20/2012,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436,57.33,2,20.78349179
3903,6/16/2011,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206,7.3,5,2.756919317
15940,11/1/2012,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,8,1,3.105791063
986,2/13/2011,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,7.3,1,1.651779899
11213,4/17/2012,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400,31.47,1,8.870136847
5006,8/1/2011,3,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642,53,66,119,5.5,5,1.084569913
11358,4/23/2012,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100,16.9,2,5.039916243
15116,9/27/2012,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65,4.5,5,1.200618743
4890,7/27/2011,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140,12.5,5,4.289834437
12516,6/10/2012,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508,18.5,2,6.319837486
5759,9/2/2011,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220,4.9,1,1.085521498
14019,8/12/2012,3,1,8,7,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39,15.3,1,6.81194159
16944,12/13/2012,4,1,12,18,0,4,1,1,0.32,0.3333,0.42,0.1045,20,446,466,9.7,1,3.463971829
11598,5/3/2012,2,1,5,10,0,4,1,2,0.52,0.5,0.77,0,36,132,168,28,1,11.84205332
4610,7/15/2011,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167,6.5,1,2.101973075
16065,11/7/2012,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92,3.3,1,0.615854475
1566,3/10/2011,1,0,3,16,0,4,1,3,0.42,0.4242,0,0.2537,1,20,21,10.9,1,2.409323261
3233,5/19/2011,2,0,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,43,137,180,9.7,1,2.190385962
